hexagram_id,hexagram_name,phase_temporal,phase_bits,yao_key,pool_names,expression,tool_role,category,action,state_fidelity,megatron_head,voice_mode
1,The Creative,future,2,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5637,head_hex_01,idle
1,The Creative,transition,3,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5389,head_hex_01,idle
1,The Creative,resolution,4,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5461,head_hex_01,idle
1,The Creative,dissolution,5,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5112,head_hex_01,idle
1,The Creative,crystallization,6,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5389,head_hex_01,idle
1,The Creative,void,7,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5589,head_hex_01,idle
1,The Creative,past,0,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5693,head_hex_01,idle
1,The Creative,present,1,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5637,head_hex_01,idle
1,The Creative,future,2,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5637,head_hex_01,idle
1,The Creative,transition,3,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5389,head_hex_01,idle
1,The Creative,resolution,4,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5461,head_hex_01,idle
1,The Creative,dissolution,5,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5112,head_hex_01,idle
1,The Creative,crystallization,6,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5389,head_hex_01,idle
1,The Creative,void,7,old yang,genesis_spark|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,sovereign,ASSERT,0.5589,head_hex_01,idle
2,The Receptive,past,0,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.3913,head_hex_02,stealth
2,The Receptive,present,1,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,future,2,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,transition,3,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,resolution,4,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4536,head_hex_02,stealth
2,The Receptive,dissolution,5,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4818,head_hex_02,stealth
2,The Receptive,crystallization,6,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,void,7,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5702,head_hex_02,stealth
2,The Receptive,past,0,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.3913,head_hex_02,stealth
2,The Receptive,present,1,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,future,2,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,transition,3,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,resolution,4,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4536,head_hex_02,stealth
2,The Receptive,dissolution,5,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4818,head_hex_02,stealth
2,The Receptive,crystallization,6,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,void,7,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5702,head_hex_02,stealth
2,The Receptive,past,0,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.3913,head_hex_02,stealth
2,The Receptive,present,1,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,future,2,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4712,head_hex_02,stealth
2,The Receptive,transition,3,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,resolution,4,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4536,head_hex_02,stealth
2,The Receptive,dissolution,5,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.4818,head_hex_02,stealth
2,The Receptive,crystallization,6,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5095,head_hex_02,stealth
2,The Receptive,void,7,old yang,earthy_patience|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,YIELD,0.5702,head_hex_02,stealth
3,Difficulty at the Beginning,past,0,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3662,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,present,1,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4433,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,future,2,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4169,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,transition,3,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.458,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,resolution,4,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3994,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,dissolution,5,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4304,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,crystallization,6,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4373,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,void,7,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.5063,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,past,0,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3662,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,present,1,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4433,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,future,2,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4169,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,transition,3,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.458,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,resolution,4,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3994,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,dissolution,5,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4304,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,crystallization,6,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4373,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,void,7,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.5063,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,past,0,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3662,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,present,1,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4433,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,future,2,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4169,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,transition,3,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.458,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,resolution,4,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.3994,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,dissolution,5,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4304,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,crystallization,6,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.4373,head_hex_03,recovery/fault_hold
3,Difficulty at the Beginning,void,7,old yang,birth_chaos|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,ADAPT,0.5063,head_hex_03,recovery/fault_hold
4,Youthful Folly,past,0,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.3895,head_hex_04,recovery/fault_hold
4,Youthful Folly,present,1,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,future,2,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,transition,3,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4668,head_hex_04,recovery/fault_hold
4,Youthful Folly,resolution,4,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4521,head_hex_04,recovery/fault_hold
4,Youthful Folly,dissolution,5,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4599,head_hex_04,recovery/fault_hold
4,Youthful Folly,crystallization,6,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4875,head_hex_04,recovery/fault_hold
4,Youthful Folly,void,7,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.539,head_hex_04,recovery/fault_hold
4,Youthful Folly,past,0,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.3895,head_hex_04,recovery/fault_hold
4,Youthful Folly,present,1,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,future,2,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,transition,3,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4668,head_hex_04,recovery/fault_hold
4,Youthful Folly,resolution,4,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4521,head_hex_04,recovery/fault_hold
4,Youthful Folly,dissolution,5,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4599,head_hex_04,recovery/fault_hold
4,Youthful Folly,crystallization,6,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4875,head_hex_04,recovery/fault_hold
4,Youthful Folly,void,7,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.539,head_hex_04,recovery/fault_hold
4,Youthful Folly,past,0,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.3895,head_hex_04,recovery/fault_hold
4,Youthful Folly,present,1,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,future,2,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4433,head_hex_04,recovery/fault_hold
4,Youthful Folly,transition,3,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4668,head_hex_04,recovery/fault_hold
4,Youthful Folly,resolution,4,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4521,head_hex_04,recovery/fault_hold
4,Youthful Folly,dissolution,5,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4599,head_hex_04,recovery/fault_hold
4,Youthful Folly,crystallization,6,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.4875,head_hex_04,recovery/fault_hold
4,Youthful Folly,void,7,old yang,naive_curiosity|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,transformer,WAIT,0.539,head_hex_04,recovery/fault_hold
5,Waiting,past,0,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4506,head_hex_05,recovery/fault_hold
5,Waiting,present,1,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4937,head_hex_05,recovery/fault_hold
5,Waiting,future,2,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4674,head_hex_05,recovery/fault_hold
5,Waiting,transition,3,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4858,head_hex_05,recovery/fault_hold
5,Waiting,resolution,4,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4762,head_hex_05,recovery/fault_hold
5,Waiting,dissolution,5,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4788,head_hex_05,recovery/fault_hold
5,Waiting,crystallization,6,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4858,head_hex_05,recovery/fault_hold
5,Waiting,void,7,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.5377,head_hex_05,recovery/fault_hold
5,Waiting,past,0,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4506,head_hex_05,recovery/fault_hold
5,Waiting,present,1,old yang,gathered_force|voice_warmth|voice_subtlety,slot 1 stable_yin: chaos=0.113 whimsy=0.262 darkTone=0.103 coherence=0.857 voiceWeight=0.832,codegen,dissipator,WAIT,0.4937,head_hex_05,recovery/fault_hold
